Id de Empleado,Nombre,email,Tipo de Contrato,Estado,Ordenes Entregadas,Ciudad ID,Activo desde
4071618,arendeltech RIDER,arendeltech+674@gmail.com,FULL_TIME,working,1,902,14:30
4071636,arendeltech RIDER,arendeltech+670@gmail.com,FULL_TIME,working,1,902,15:00
4071653,arendeltech RIDER,arendeltech+649@gmail.com,FULL_TIME,working,1,902,13:00
4072542,arendeltech RIDER,arendeltech+433@gmail.com,FULL_TIME,ending,1,902,15:30
4072793,arendeltech RIDER,arendeltech+408@gmail.com,FULL_TIME,working,1,902,15:00
4072839,arendeltech RIDER,arendeltech+414@gmail.com,FULL_TIME,working,1,902,16:00
4072848,arendeltech RIDER,arendeltech+415@gmail.com,FULL_TIME,working,1,902,15:00
4072907,arendeltech RIDER,arendeltech+421@gmail.com,FULL_TIME,working,1,902,15:00
4072915,arendeltech RIDER,arendeltech+543@gmail.com,FULL_TIME,working,1,902,14:30
4073614,arendeltech RIDER,arendeltech+551@gmail.com,FULL_TIME,working,1,902,15:00
4073627,arendeltech RIDER,arendeltech+550@gmail.com,FULL_TIME,working,1,902,15:00
4073630,Arendel RIDER,arendeltech+658@gmail.com,FULL_TIME,working,1,902,14:30
4073654,arendeltech RIDER,arendeltech+546@gmail.com,FULL_TIME,working,1,902,14:30
4073722,arendeltech RIDER,arendeltech+556@gmail.com,FULL_TIME,working,1,902,14:30
4073771,Arendel RIDER,arendeltech+659@gmail.com,FULL_TIME,working,1,902,15:30
4074185,arendeltech RIDER,arendeltech+561@gmail.com,FULL_TIME,working,1,902,14:30
4074338,Arendel RIDER,arendeltech+505@gmail.com,FULL_TIME,working,1,902,13:30
4076729,arendeltech leynis Martinez,arendeltech+519@gmail.com,FULL_TIME,working,1,902,14:30
4076732,arendeltech victor arboleda,arendeltech+523@gmail.com,FULL_TIME,working,1,902,14:30
4079163,arendeltech RIDER,arendeltech+376@gmail.com,FULL_TIME,working,1,902,14:00
4083896,Arendel RIDER,arendeltech+472@gmail.com,FULL_TIME,working,1,902,16:00
4086636,Arendel RIDER,arendeltech+481@gmail.com,FULL_TIME,working,1,902,16:00
4086653,Arendel RIDER,arendeltech+483@gmail.com,FULL_TIME,working,1,902,15:00
4086701,Arendel RIDER,arendeltech+381@gmail.com,FULL_TIME,working,1,902,15:00
4086710,Arendel RIDER,arendeltech+488@gmail.com,FULL_TIME,working,1,902,15:30
4086753,Arendel RIDER,arendeltech+493@gmail.com,FULL_TIME,working,1,902,10:30
4086807,Arendel RIDER,arendeltech+498@gmail.com,FULL_TIME,working,1,902,15:00
4087940,Arendel RIDER,arendeltech+344@gmail.com,FULL_TIME,working,1,902,11:00
4096161,arendeltech RIDER,arendeltech+321@gmail.com,FULL_TIME,working,1,902,15:00
4097705,Arendel RIDER,arendeltech+277@gmail.com,FULL_TIME,working,1,902,16:00
4129419,Arendel 16,arendeltech+16@gmail.com,FULL_TIME,working,1,902,15:00
4165408,Arendel 10880,arendeltech+10880@gmail.com,FULL_TIME,working,1,902,11:00
4173231,Arendel 10914,arendeltech+10914@gmail.com,FULL_TIME,working,1,902,15:30
4174385,Arendel 10922,arendeltech+10922@gmail.com,FULL_TIME,working,1,902,13:00
4207676,Arendel 11031,arendeltech+11031@gmail.com,FULL_TIME,working,1,902,14:00
4233752,Arendel 11114,arendeltech+11114@gmail.com,FULL_TIME,working,1,902,14:00
4233756,Arendel 11117,arendeltech+11117@gmail.com,FULL_TIME,working,1,902,13:00
4260183,Arendel 11195,arendeltech+11195@gmail.com,FULL_TIME,working,1,902,14:00
4260197,Arendel 11196,arendeltech+11196@gmail.com,FULL_TIME,working,1,902,15:00
4260223,Arendel 11197,arendeltech+11197@gmail.com,FULL_TIME,working,1,902,14:00
4260289,Arendel 11201,arendeltech+11201@gmail.com,FULL_TIME,working,1,902,15:30
4260374,Arendel 11205,arendeltech+11205@gmail.com,FULL_TIME,working,1,902,15:00
4290801,Arendel 11274,arendeltech+11274@gmail.com,FULL_TIME,working,1,902,14:00
4300501,Arendel 11294,arendeltech+11294@gmail.com,FULL_TIME,working,1,902,16:00
4306572,Arendel 11314,arendeltech+11314@gmail.com,FULL_TIME,break,1,902,16:00
4311281,Arendel 11323,arendeltech+11323@gmail.com,FULL_TIME,working,1,902,12:30
4323300,Arendel 11376,arendeltech+11376@gmail.com,FULL_TIME,not_working,0,902,00:00
4322601,Arendel 11375,arendeltech+11375@gmail.com,FULL_TIME,not_working,0,1006,00:00
4321513,Arendel 11374,arendeltech+11374@gmail.com,FULL_TIME,not_working,0,902,00:00
4320753,Arendel 11373,arendeltech+11373@gmail.com,FULL_TIME,not_working,0,902,00:00
4320737,Arendel 11372,arendeltech+11372@gmail.com,FULL_TIME,not_working,0,902,00:00
4320723,Arendel 11371,arendeltech+11371@gmail.com,FULL_TIME,not_working,0,902,00:00
4319888,Arendel 11370,arendeltech+11370@gmail.com,FULL_TIME,not_working,0,902,00:00
4319841,Arendel 11369,arendeltech+11369@gmail.com,FULL_TIME,not_working,0,902,00:00
4319623,Arendel 11368,arendeltech+11368@gmail.com,FULL_TIME,not_working,0,902,00:00
4319540,Arendel 11367,arendeltech+11367@gmail.com,FULL_TIME,not_working,0,902,00:00
4319512,Arendel 11366,arendeltech+11366@gmail.com,FULL_TIME,not_working,0,882,00:00
4319329,Arendel 11365,arendeltech+11365@gmail.com,FULL_TIME,not_working,0,902,00:00
4318329,Arendel 11364,arendeltech+11364@gmail.com,FULL_TIME,not_working,0,902,00:00
4318266,Arendel 11363,arendeltech+11363@gmail.com,FULL_TIME,not_working,0,902,00:00
4318236,Arendel 11362,arendeltech+11362@gmail.com,FULL_TIME,not_working,0,902,00:00
4318221,Arendel 11361,arendeltech+11361@gmail.com,FULL_TIME,not_working,0,902,00:00
4316745,Arendel 11360,arendeltech+11360@gmail.com,FULL_TIME,not_working,0,882,00:00
4315990,Arendel 11359,arendeltech+11359@gmail.com,FULL_TIME,not_working,0,902,00:00
4315944,Arendel 11358,arendeltech+11358@gmail.com,FULL_TIME,not_working,0,902,00:00
4315926,Arendel 11357,arendeltech+11357@gmail.com,FULL_TIME,not_working,0,902,00:00
4315886,Arendel 11356,arendeltech+11356@gmail.com,FULL_TIME,not_working,0,902,00:00
4315870,Arendel 11355,arendeltech+11355@gmail.com,FULL_TIME,not_working,0,902,00:00
4315857,Arendel 11354,arendeltech+11354@gmail.com,FULL_TIME,not_working,0,902,00:00
4315785,Arendel 11353,arendeltech+11353@gmail.com,FULL_TIME,not_working,0,902,00:00
4315750,Arendel 11352,arendeltech+11352@gmail.com,FULL_TIME,not_working,0,902,00:00
4315742,Arendel 11351,arendeltech+11351@gmail.com,FULL_TIME,not_working,0,902,00:00
4315514,Arendel 11350,arendeltech+11350@gmail.com,FULL_TIME,not_working,0,902,00:00
4315506,Arendel 11349,arendeltech+11349@gmail.com,FULL_TIME,not_working,0,902,00:00
4314891,Arendel 11348,arendeltech+11348@gmail.com,FULL_TIME,not_working,0,902,00:00
4314795,Arendel 11347,arendeltech+11347@gmail.com,FULL_TIME,not_working,0,902,00:00
4314230,Arendel 11346,arendeltech+11346@gmail.com,FULL_TIME,not_working,0,902,00:00
4314158,Arendel 11345,arendeltech+11345@gmail.com,FULL_TIME,not_working,0,902,00:00
4313831,Arendel 11344,arendeltech+11344@gmail.com,FULL_TIME,not_working,0,902,00:00
4312517,Arendel 11343,arendeltech+11343@gmail.com,FULL_TIME,not_working,0,902,00:00
4312452,Arendel 11342,arendeltech+11342@gmail.com,FULL_TIME,not_working,0,902,00:00
4312441,Arendel 11341,arendeltech+11341@gmail.com,FULL_TIME,not_working,0,902,00:00
4312403,Arendel 11340,arendeltech+11340@gmail.com,FULL_TIME,not_working,0,902,00:00
4312376,Arendel 11339,arendeltech+11339@gmail.com,FULL_TIME,not_working,0,902,00:00
4312349,Arendel 11338,arendeltech+11338@gmail.com,FULL_TIME,not_working,0,902,00:00
4312334,Arendel 11337,arendeltech+11337@gmail.com,FULL_TIME,not_working,0,902,00:00
4312303,Arendel 11336,arendeltech+11336@gmail.com,FULL_TIME,not_working,0,902,00:00
4312302,Arendel 11335,arendeltech+11335@gmail.com,FULL_TIME,not_working,0,902,00:00
4312262,Arendel 11334,arendeltech+11334@gmail.com,FULL_TIME,not_working,0,902,00:00
4312218,Arendel 11333,arendeltech+11333@gmail.com,FULL_TIME,not_working,0,902,00:00
4312110,Arendel 11332,arendeltech+11332@gmail.com,FULL_TIME,not_working,0,902,00:00
4312075,Arendel 11331,arendeltech+11331@gmail.com,FULL_TIME,not_working,0,902,00:00
4311886,Arendel 11330,arendeltech+11330@gmail.com,FULL_TIME,not_working,0,902,00:00
4311856,Arendel 11329,arendeltech+11329@gmail.com,FULL_TIME,not_working,0,902,00:00
4311798,Arendel 11328,arendeltech+11328@gmail.com,FULL_TIME,not_working,0,902,00:00
4311763,Arendel 11327,arendeltech+11327@gmail.com,FULL_TIME,not_working,0,902,00:00
4311729,Arendel 11326,arendeltech+11326@gmail.com,FULL_TIME,not_working,0,902,00:00
4311610,Arendel 11325,arendeltech+11325@gmail.com,FULL_TIME,not_working,0,902,00:00
4311477,Arendel 11324,arendeltech+11324@gmail.com,FULL_TIME,not_working,0,902,00:00
4310437,Arendel 11321,arendeltech+11321@gmail.com,FULL_TIME,not_working,0,902,00:00
4310295,Arendel 11320,arendeltech+11320@gmail.com,FULL_TIME,not_working,0,902,00:00
4307426,Arendel 11319,arendeltech+11319@gmail.com,FULL_TIME,not_working,0,882,00:00
4307346,Arendel 11318,arendeltech+11318@gmail.com,FULL_TIME,not_working,0,902,00:00
4306599,Arendel 11317,arendeltech+11317@gmail.com,FULL_TIME,not_working,0,902,00:00
4306589,Arendel 11316,arendeltech+11316@gmail.com,FULL_TIME,not_working,0,902,00:00
4306579,Arendel 11315,arendeltech+11315@gmail.com,FULL_TIME,not_working,0,902,00:00
4306564,Arendel 11313,arendeltech+11313@gmail.com,FULL_TIME,not_working,0,902,00:00
4306549,Arendel 11312,arendeltech+11312@gmail.com,FULL_TIME,not_working,0,902,00:00
4305903,Arendel 11311,arendeltech+11311@gmail.com,FULL_TIME,not_working,0,992,00:00
4305902,Arendel 11310,arendeltech+11310@gmail.com,FULL_TIME,not_working,0,992,00:00
4305742,Arendel 11309,arendeltech+11309@gmail.com,FULL_TIME,not_working,0,902,00:00
4305726,Arendel 11308,arendeltech+11308@gmail.com,FULL_TIME,not_working,0,902,00:00
4305708,Arendel 11307,arendeltech+11307@gmail.com,FULL_TIME,not_working,0,902,00:00
4305695,Arendel 11306,arendeltech+11306@gmail.com,FULL_TIME,not_working,0,902,00:00
4305659,Arendel 11305,arendeltech+11305@gmail.com,FULL_TIME,not_working,0,902,00:00
4305642,Arendel 11304,arendeltech+11304@gmail.com,FULL_TIME,not_working,0,902,00:00
4305147,Arendel 11303,arendeltech+11303@gmail.com,FULL_TIME,not_working,0,902,00:00
4303403,Arendel 11302,arendeltech+11302@gmail.com,FULL_TIME,not_working,0,994,00:00
4303310,Arendel Arango Parreño,revenda@gmail.com,FULL_TIME,not_working,0,734,00:00
4303277,Arendel 11300,arendeltech+11300@gmail.com,FULL_TIME,not_working,0,902,00:00
4303268,Arendel 11299,arendeltech+11299@gmail.com,FULL_TIME,not_working,0,902,00:00
4302869,Arendel 11297,arendeltech+11297@gmail.com,FULL_TIME,not_working,0,994,00:00
4301113,Arendel 11296,arendeltech+11296@gmail.com,FULL_TIME,not_working,0,902,00:00
4300614,Arendel 11295,arendeltech+11295@gmail.com,FULL_TIME,not_working,0,1014,00:00
4300464,Arendel 11293,arendeltech+11293@gmail.com,FULL_TIME,not_working,0,994,00:00
4300428,Arendel 11292,arendeltech+11292@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300426,Arendel 11291,arendeltech+11291@gmail.com,FULL_TIME,not_working,0,902,00:00
4300393,Arendel 11290,arendeltech+11290@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300384,Arendel 11289,arendeltech+11289@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300363,Arendel 11288,arendeltech+11288@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300355,Arendel 11287,arendeltech+11287@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300302,Arendel 11286,arendeltech+11286@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300291,Arendel 11285,arendeltech+11285@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300048,Arendel 11284,arendeltech+11284@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300043,Arendel 11283,arendeltech+11283@gmail.com,FULL_TIME,not_working,0,1006,00:00
4300024,Arendel 11282,arendeltech+11282@gmail.com,FULL_TIME,not_working,0,1006,00:00
4299389,Arendel 11281,arendeltech+11281@gmail.com,FULL_TIME,not_working,0,992,00:00
4299371,Arendel 11280,arendeltech+11280@gmail.com,FULL_TIME,not_working,0,994,00:00
4299282,Arendel 11279,arendeltech+11279@gmail.com,FULL_TIME,not_working,0,734,00:00
4292364,Arendel 11278,arendeltech+11278@gmail.com,FULL_TIME,not_working,0,739,00:00
4292295,Arendel 11277,arendeltech+11277@gmail.com,FULL_TIME,not_working,0,739,00:00
4292290,Arendel 11276,arendeltech+11276@gmail.com,FULL_TIME,not_working,0,739,00:00
4292186,Arendel 11275,arendeltech+11275@gmail.com,FULL_TIME,not_working,0,902,00:00
4290778,Arendel 11273,arendeltech+11273@gmail.com,FULL_TIME,not_working,0,902,00:00
4290764,Arendel 11272,arendeltech+11272@gmail.com,FULL_TIME,not_working,0,882,00:00
4290759,Arendel 11271,arendeltech+11271@gmail.com,FULL_TIME,not_working,0,882,00:00
4290744,Arendel 11270,arendeltech+11270@gmail.com,FULL_TIME,not_working,0,902,00:00
4290734,Arendel 11269,arendeltech+11269@gmail.com,FULL_TIME,not_working,0,902,00:00
4290715,Arendel 11268,arendeltech+11268@gmail.com,FULL_TIME,not_working,0,902,00:00
4290709,Arendel 11267,arendeltech+11267@gmail.com,FULL_TIME,not_working,0,902,00:00
4290523,Arendel 11266,arendeltech+11266@gmail.com,FULL_TIME,not_working,0,902,00:00
4290518,Arendel 11265,arendeltech+11265@gmail.com,FULL_TIME,not_working,0,882,00:00
4290505,Arendel 11264,arendeltech+11264@gmail.com,FULL_TIME,not_working,0,902,00:00
4290494,Arendel 11263,arendeltech+11263@gmail.com,FULL_TIME,not_working,0,902,00:00
4290468,Arendel 11262,arendeltech+11262@gmail.com,FULL_TIME,not_working,0,902,00:00
4290463,Arendel 11261,arendeltech+11261@gmail.com,FULL_TIME,not_working,0,902,00:00
4290454,Arendel 11260,arendeltech+11260@gmail.com,FULL_TIME,not_working,0,882,00:00
4290410,Arendel 11259,arendeltech+11259@gmail.com,FULL_TIME,not_working,0,902,00:00
4290369,Arendel 11258,arendeltech+11258@gmail.com,FULL_TIME,not_working,0,902,00:00
4288748,Arendel 11257,arendeltech+11257@gmail.com,FULL_TIME,not_working,0,902,00:00
4288737,Arendel 11256,arendeltech+11256@gmail.com,FULL_TIME,not_working,0,902,00:00
4288725,Arendel 11255,arendeltech+11255@gmail.com,FULL_TIME,not_working,0,902,00:00
4288716,Arendel 11254,arendeltech+11254@gmail.com,FULL_TIME,not_working,0,882,00:00
4288708,Arendel 11253,arendeltech+11253@gmail.com,FULL_TIME,not_working,0,902,00:00
4288662,Arendel 11252,arendeltech+11252@gmail.com,FULL_TIME,not_working,0,902,00:00
4288636,Arendel 11251,arendeltech+11251@gmail.com,FULL_TIME,not_working,0,902,00:00
4288632,Arendel 11250,arendeltech+11250@gmail.com,FULL_TIME,not_working,0,902,00:00
4288613,Arendel 11249,arendeltech+11249@gmail.com,FULL_TIME,not_working,0,902,00:00
4288561,Arendel 11248,arendeltech+11248@gmail.com,FULL_TIME,not_working,0,902,00:00
4288554,Arendel 11247,arendeltech+11247@gmail.com,FULL_TIME,not_working,0,902,00:00
4288548,Arendel 11246,arendeltech+11246@gmail.com,FULL_TIME,not_working,0,902,00:00
4288541,Arendel 11245,arendeltech+11245@gmail.com,FULL_TIME,not_working,0,902,00:00
4288434,Arendel 11244,arendeltech+11244@gmail.com,FULL_TIME,not_working,0,902,00:00
4288386,Arendel 11243,arendeltech+11243@gmail.com,FULL_TIME,not_working,0,902,00:00
4288352,Arendel 11242,arendeltech+11242@gmail.com,FULL_TIME,not_working,0,902,00:00
4288297,Arendel 11241,arendeltech+11241@gmail.com,FULL_TIME,not_working,0,882,00:00
4288293,Arendel 11240,arendeltech+11240@gmail.com,FULL_TIME,not_working,0,902,00:00
4288249,Arendel 11239,arendeltech+11239@gmail.com,FULL_TIME,not_working,0,902,00:00
4288139,Arendel 11238,arendeltech+11238@gmail.com,FULL_TIME,not_working,0,902,00:00
4287618,Arendel 11237,arendeltech+11237@gmail.com,FULL_TIME,not_working,0,882,00:00
4287320,Arendel 11236,arendeltech+11236@gmail.com,FULL_TIME,not_working,0,902,00:00
4287279,Arendel 11235,arendeltech+11235@gmail.com,FULL_TIME,not_working,0,902,00:00
4287260,Arendel 11234,arendeltech+11234@gmail.com,FULL_TIME,not_working,0,902,00:00
4283851,Arendel 11233,arendeltech+11233@gmail.com,FULL_TIME,not_working,0,734,00:00
4283839,Arendel 11232,arendeltech+11232@gmail.com,FULL_TIME,not_working,0,734,00:00
4276714,Arendel 11230,arendeltech+11230@gmail.com,FULL_TIME,not_working,0,902,00:00
4276463,Arendel 11229,arendeltech+11229@gmail.com,FULL_TIME,not_working,0,902,00:00
4276372,Arendel 11228,arendeltech+11228@gmail.com,FULL_TIME,not_working,0,902,00:00
4275609,Pedro Luis,pedrito@gmail.com,FULL_TIME,not_working,0,902,00:00
4275363,Arendel 11226,arendeltech+11226@gmail.com,FULL_TIME,not_working,0,902,00:00
4275315,Arendel 11225,arendeltech+11225@gmail.com,FULL_TIME,not_working,0,902,00:00
4275203,Arendel 11224,arendeltech+11224@gmail.com,FULL_TIME,not_working,0,902,00:00
4275191,Arendel 11223,arendeltech+11223@gmail.com,FULL_TIME,not_working,0,1014,00:00
4275049,Arendel 11222,arendeltech+11222@gmail.com,FULL_TIME,not_working,0,902,00:00
4275012,Arendel 11221,arendeltech+11221@gmail.com,FULL_TIME,not_working,0,734,00:00
4274902,Arendel 11220,arendeltech+11220@gmail.com,FULL_TIME,not_working,0,902,00:00
4274742,Arendel 11218,arendeltech+11218@gmail.com,FULL_TIME,not_working,0,902,00:00
4273237,Arendel 11217,arendeltech+11217@gmail.com,FULL_TIME,not_working,0,882,00:00
4273099,Arendel 11216,arendeltech+11216@gmail.com,FULL_TIME,not_working,0,902,00:00
4273082,Arendel 11215,arendeltech+11215@gmail.com,FULL_TIME,not_working,0,902,00:00
4272635,Arendel 11214,arendeltech+11214@gmail.com,FULL_TIME,not_working,0,749,00:00
4269925,Arendel 11212,arendeltech+11212@gmail.com,FULL_TIME,not_working,0,1006,00:00
4269226,Arendel 11211,arendeltech+11211@gmail.com,FULL_TIME,not_working,0,902,00:00
4263233,Arendel 11208,arendeltech+11208@gmail.com,FULL_TIME,not_working,0,1006,00:00
4262153,Arendel 11207,arendeltech+11207@gmail.com,FULL_TIME,not_working,0,902,00:00
4262054,Arendel 11206,arendeltech+11206@gmail.com,FULL_TIME,not_working,0,902,00:00
4260341,Arendel 11204,arendeltech+11204@gmail.com,FULL_TIME,not_working,0,902,00:00
4260317,Arendel 11203,arendeltech+11203@gmail.com,FULL_TIME,not_working,0,902,00:00
4260306,Arendel 11202,arendeltech+11202@gmail.com,FULL_TIME,not_working,0,902,00:00
4260270,Arendel 11200,arendeltech+11200@gmail.com,FULL_TIME,not_working,0,902,00:00
4260262,Arendel 11199,arendeltech+11199@gmail.com,FULL_TIME,not_working,0,902,00:00
4260257,Arendel 11198,arendeltech+11198@gmail.com,FULL_TIME,not_working,0,902,00:00
4260180,Arendel 11194,arendeltech+11194@gmail.com,FULL_TIME,not_working,0,902,00:00
4260154,Arendel 11193,arendeltech+11193@gmail.com,FULL_TIME,not_working,0,902,00:00
4259788,Arendel 11192,arendeltech+11192@gmail.com,FULL_TIME,not_working,0,902,00:00
4259478,Arendel 11191,arendeltech+11191@gmail.com,FULL_TIME,not_working,0,902,00:00
4259265,Arendel 11190,arendeltech+11190@gmail.com,FULL_TIME,not_working,0,902,00:00
4259173,Arendel 11189,arendeltech+11189@gmail.com,FULL_TIME,not_working,0,902,00:00
4259066,Arendel 11188,arendeltech+11188@gmail.com,FULL_TIME,not_working,0,1006,00:00
4259014,Arendel 11187,arendeltech+11187@gmail.com,FULL_TIME,not_working,0,902,00:00
4258982,Arendel 11186,arendeltech+11186@gmail.com,FULL_TIME,not_working,0,992,00:00
4258868,Arendel 11185,arendeltech+11185@gmail.com,FULL_TIME,not_working,0,902,00:00
4258719,Arendel 11184,arendeltech+11184@gmail.com,FULL_TIME,not_working,0,1014,00:00
4257613,Arendel 11183,arendeltech+11183@gmail.com,FULL_TIME,not_working,0,902,00:00
4257452,Arendel 11182,arendeltech+11182@gmail.com,FULL_TIME,not_working,0,902,00:00
4257384,Arendel 11181,arendeltech+11181@gmail.com,FULL_TIME,not_working,0,902,00:00
4257149,Arendel 11180,arendeltech+11180@gmail.com,FULL_TIME,not_working,0,902,00:00
4257110,Arendel 11179,arendeltech+11179@gmail.com,FULL_TIME,not_working,0,902,00:00
4257008,Arendel 11178,arendeltech+11178@gmail.com,FULL_TIME,not_working,0,902,00:00
4256916,Arendel 11177,arendeltech+11177@gmail.com,FULL_TIME,not_working,0,1014,00:00
4256750,Arendel 11176,arendeltech+11176@gmail.com,FULL_TIME,not_working,0,902,00:00
4256528,Arendel 11175,arendeltech+11175@gmail.com,FULL_TIME,not_working,0,902,00:00
4256305,Arendel 11174,arendeltech+11174@gmail.com,FULL_TIME,not_working,0,902,00:00
4256185,Arendel 11173,arendeltech+11173@gmail.com,FULL_TIME,not_working,0,902,00:00
4256041,Arendel 11172,arendeltech+11172@gmail.com,FULL_TIME,not_working,0,902,00:00
4255062,Arendel 11171,arendeltech+11171@gmail.com,FULL_TIME,not_working,0,902,00:00
4255035,Arendel 11170,arendeltech+11170@gmail.com,FULL_TIME,not_working,0,902,00:00
4254979,Arendel 11169,arendeltech+11169@gmail.com,FULL_TIME,not_working,0,902,00:00
4254851,Arendel 11168,arendeltech+11168@gmail.com,FULL_TIME,not_working,0,902,00:00
4254840,Arendel 11167,arendeltech+11167@gmail.com,FULL_TIME,not_working,0,902,00:00
4254825,Arendel 11166,arendeltech+11166@gmail.com,FULL_TIME,not_working,0,902,00:00
4254760,Arendel 11165,arendeltech+11165@gmail.com,FULL_TIME,not_working,0,902,00:00
4254752,Arendel 11164,arendeltech+11164@gmail.com,FULL_TIME,not_working,0,902,00:00
4254749,Arendel 11163,arendeltech+11163@gmail.com,FULL_TIME,not_working,0,902,00:00
4254744,Arendel 11162,arendeltech+11162@gmail.com,FULL_TIME,not_working,0,902,00:00
4254740,Arendel 11161,arendeltech+11161@gmail.com,FULL_TIME,not_working,0,902,00:00
4254529,Arendel 11160,arendeltech+11160@gmail.com,FULL_TIME,not_working,0,902,00:00
4254420,Arendel 11159,arendeltech+11159@gmail.com,FULL_TIME,not_working,0,902,00:00
4254188,Arendel 11158,arendeltech+11158@gmail.com,FULL_TIME,not_working,0,902,00:00
4254077,Arendel 11157,arendeltech+11157@gmail.com,FULL_TIME,not_working,0,992,00:00
4253979,Arendel 11156,arendeltech+11156@gmail.com,FULL_TIME,not_working,0,749,00:00
4253932,Arendel 11155,arendeltech+11155@gmail.com,FULL_TIME,not_working,0,739,00:00
4253821,Arendel 11154,arendeltech+11154@gmail.com,FULL_TIME,not_working,0,1026,00:00
4253812,Arendel 11153,arendeltech+11153@gmail.com,FULL_TIME,not_working,0,1026,00:00
4253807,Arendel 11152,arendeltech+11152@gmail.com,FULL_TIME,not_working,0,739,00:00
4253690,Arendel 11151,arendeltech+11151@gmail.com,FULL_TIME,not_working,0,749,00:00
4253649,Arendel 11150,arendeltech+11150@gmail.com,FULL_TIME,not_working,0,739,00:00
4253636,Arendel 11149,arendeltech+11149@gmail.com,FULL_TIME,not_working,0,739,00:00
4253612,Arendel 11148,arendeltech+11148@gmail.com,FULL_TIME,not_working,0,739,00:00
4253594,Arendel 11147,arendeltech+11147@gmail.com,FULL_TIME,not_working,0,739,00:00
4252338,Arendel 11146,arendeltech+11146@gmail.com,FULL_TIME,not_working,0,902,00:00
4252330,Arendel 11145,arendeltech+11145@gmail.com,FULL_TIME,not_working,0,902,00:00
4251673,Arendel 11144,arendeltech+11144@gmail.com,FULL_TIME,not_working,0,734,00:00
4251611,Arendel 11143,arendeltech+11143@gmail.com,FULL_TIME,not_working,0,902,00:00
4251562,Arendel 11142,arendeltech+11142@gmail.com,FULL_TIME,not_working,0,902,00:00
