fullName,email,phoneNumber,auxiliaryFields-Información,createdAt
Alejandro Jiménez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-01-30T22:16:15.000Z
Alejandro Santos,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-01-31T10:52:54.000Z
Pablo Blanco,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-01-31T23:28:55.000Z
Carlos Hernández,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-01T12:05:14.000Z
Alejandro Medina,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-02T00:41:07.000Z
Daniel Romero,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-02T13:16:49.000Z
Alejandro Pérez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-03T01:53:30.000Z
Sofía Cortés,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-03T14:29:00.000Z
Lucía Díaz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-04T03:05:00.000Z
Carlos León,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-04T15:41:39.000Z
Pablo León,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-05T04:17:11.000Z
Javier Vázquez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-05T16:52:58.000Z
Daniel Serrano,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-06T05:29:26.000Z
María Calvo,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-06T18:05:49.000Z
Daniel Torres,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-07T06:41:18.000Z
Laura Suárez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-07T19:17:38.000Z
Javier Prieto,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-08T07:53:22.000Z
Sofía Hernández,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-08T20:30:01.000Z
Laura Hernández,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-09T09:05:52.000Z
Pablo Molina,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-09T21:41:47.000Z
Lucía Cortés,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-10T10:17:46.000Z
Pablo Martín,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-10T22:54:10.000Z
Carlos Díaz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-11T11:30:21.000Z
Pablo Marín,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-12T00:06:42.000Z
Lucía Gutiérrez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-12T12:42:16.000Z
María Ortiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-13T01:18:03.000Z
Marta Prieto,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-13T13:54:48.000Z
Javier Jiménez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-14T02:30:40.000Z
Laura Gil,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-14T15:06:49.000Z
Javier Domínguez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-15T03:42:17.000Z
Carlos Vázquez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-15T16:18:34.000Z
Marta Calvo,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-16T04:55:06.000Z
Alejandro Marín,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-16T17:31:14.000Z
Alejandro Blanco,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-17T06:06:55.000Z
Sofía Prieto,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-17T18:43:21.000Z
Marta Blanco,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-18T07:19:28.000Z
Sofía León,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-18T19:55:05.000Z
Daniel Ortiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-19T08:31:39.000Z
María Garrido,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-19T21:07:08.000Z
María Jiménez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-20T09:43:09.000Z
María Ortega,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-20T22:19:39.000Z
Javier Medina,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-21T10:55:42.000Z
Daniel Calvo,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-21T23:31:16.000Z
Daniel Hernández,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-22T12:08:01.000Z
Laura Molina,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-23T00:43:27.000Z
Carlos López,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-23T13:20:09.000Z
Marta Ruiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-24T01:55:25.000Z
María Ramírez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-24T14:32:16.000Z
Daniel Cortés,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-25T03:08:21.000Z
María Cortés,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-25T15:44:24.000Z
Daniel Díaz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-26T04:20:21.000Z
Pablo Moreno,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-26T16:56:15.000Z
María Delgado,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-27T05:32:33.000Z
Carlos Gil,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-27T18:08:11.000Z
Sofía Gutiérrez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-28T06:44:46.000Z
Javier Pérez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-02-28T19:20:37.000Z
María Blanco,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-01T07:56:35.000Z
Sofía Ferrero,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-01T20:32:43.000Z
Laura Serrano,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-02T09:08:51.000Z
Laura Calvo,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-02T21:44:23.000Z
Sofía Torres,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-03T10:20:34.000Z
Lucía Navarro,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-03T22:56:44.000Z
Alejandro Prieto,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-04T11:32:40.000Z
Lucía Castillo,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-05T00:09:05.000Z
Marta Delgado,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-05T12:45:23.000Z
Pablo Sánchez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-06T01:21:26.000Z
Alejandro Alonso,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-06T13:57:20.000Z
Daniel Cruz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-07T02:33:47.000Z
Javier Ruiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-07T15:09:33.000Z
María Gutiérrez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-08T03:45:09.000Z
Laura Garrido,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-08T16:21:54.000Z
Daniel Ortega,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-09T04:57:47.000Z
Marta Navarro,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-09T17:33:56.000Z
Sofía Sanz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-10T06:09:55.000Z
Laura Núñez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-10T18:45:59.000Z
Pablo Martínez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-11T07:21:36.000Z
Daniel León,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-11T19:58:08.000Z
Lucía Serrano,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-12T08:34:26.000Z
María Santos,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-12T21:10:02.000Z
Sofía Ruiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-13T09:46:24.000Z
Daniel Garrido,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-13T22:21:53.000Z
Daniel Gutiérrez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-14T10:58:17.000Z
Laura Sánchez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-14T23:34:27.000Z
Javier Ramírez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-15T12:11:03.000Z
Pablo López,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-16T00:46:22.000Z
Javier Martín,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-16T13:22:30.000Z
María Ruiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-17T01:58:42.000Z
Sofía Romero,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-17T14:35:22.000Z
Daniel Jiménez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-18T03:11:18.000Z
Pablo Cortés,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-18T15:46:33.000Z
Daniel Delgado,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-19T04:22:50.000Z
Lucía Morales,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-19T16:59:29.000Z
Sofía Vázquez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-20T05:34:47.000Z
Laura Ortega,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-20T18:11:39.000Z
Lucía Ortega,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-21T06:47:09.000Z
Sofía Cruz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-21T19:23:52.000Z
Carlos Prieto,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-22T07:59:18.000Z
Lucía López,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-22T20:35:32.000Z
Sofía Morales,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-23T09:11:49.000Z
Marta Hernández,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-23T21:47:21.000Z
Marta Molina,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-24T10:23:52.000Z
Alejandro Molina,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-24T22:59:53.000Z
Alejandro Gómez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-25T11:36:14.000Z
María Álvarez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-26T00:12:31.000Z
Javier Iglesias,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-26T12:48:15.000Z
Javier Hernández,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-27T01:24:04.000Z
Lucía Ortiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-27T14:00:09.000Z
Laura Díaz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-28T02:36:14.000Z
Sofía Núñez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-28T15:12:41.000Z
Daniel Navarro,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-29T03:48:17.000Z
Laura Cruz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-29T16:24:12.000Z
Daniel García,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-30T05:00:26.000Z
Laura Vázquez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-30T17:36:12.000Z
Carlos Serrano,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-31T06:12:21.000Z
Sofía Gómez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-03-31T18:48:24.000Z
Javier Navarro,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-01T07:25:10.000Z
Alejandro Torres,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-01T20:01:11.000Z
Alejandro Ruiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-02T08:37:13.000Z
Carlos Ferrero,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-02T21:13:04.000Z
Carlos Ruiz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-03T09:49:24.000Z
Alejandro Domínguez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-03T22:24:54.000Z
Javier Ramos,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-04T11:01:44.000Z
Pablo Serrano,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-04T23:37:24.000Z
Alejandro López,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-05T12:13:54.000Z
Carlos Martín,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-06T00:49:12.000Z
Marta Torres,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-06T13:25:36.000Z
Alejandro Cano,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-07T02:01:52.000Z
Alejandro Castillo,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-07T14:37:45.000Z
Marta Martín,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-08T03:13:46.000Z
Carlos Sánchez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-08T15:49:33.000Z
Alejandro León,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-09T04:25:51.000Z
Pablo Sanz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-09T17:01:47.000Z
Marta Martínez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-10T05:37:55.000Z
Carlos Navarro,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-10T18:14:23.000Z
María Pérez,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-11T06:50:23.000Z
Sofía Alonso,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-11T19:26:26.000Z
Sofía Castillo,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-12T08:02:16.000Z
Sofía Muñoz,jossacb2@gmail.com,34600000000,LLegada 15 min antes para realizar checkin y poder agilizar la fila.,2025-04-12T20:38:56.000Z
